,Country,Sex,Year,Obesity (%),Region,BMI
20720,Sri Lanka,Female,1993,2.3 [1.2-3.8],South Asia,2.3
20721,Sri Lanka,Both sexes,1994,1.5 [0.9-2.3],South Asia,1.5
20722,Sri Lanka,Male,1994,0.6 [0.3-1.2],South Asia,0.6
20723,Sri Lanka,Female,1994,2.4 [1.3-4.0],South Asia,2.4
20724,Sri Lanka,Both sexes,1995,1.6 [1.0-2.4],South Asia,1.6
20725,Sri Lanka,Male,1995,0.7 [0.3-1.3],South Asia,0.7
20726,Sri Lanka,Female,1995,2.5 [1.4-4.1],South Asia,2.5
20727,Sri Lanka,Both sexes,1996,1.7 [1.1-2.6],South Asia,1.7
20728,Sri Lanka,Male,1996,0.7 [0.3-1.3],South Asia,0.7
20729,Sri Lanka,Female,1996,2.7 [1.5-4.3],South Asia,2.7
20730,Sri Lanka,Both sexes,1997,1.8 [1.1-2.7],South Asia,1.8
20731,Sri Lanka,Male,1997,0.8 [0.4-1.4],South Asia,0.8
20732,Sri Lanka,Female,1997,2.8 [1.6-4.5],South Asia,2.8
20733,Sri Lanka,Both sexes,1998,1.9 [1.2-2.8],South Asia,1.9
20734,Sri Lanka,Male,1998,0.8 [0.4-1.5],South Asia,0.8
20735,Sri Lanka,Female,1998,2.9 [1.7-4.7],South Asia,2.9
20736,Sri Lanka,Both sexes,1999,2.0 [1.3-2.9],South Asia,2.0
20737,Sri Lanka,Male,1999,0.9 [0.4-1.6],South Asia,0.9
20738,Sri Lanka,Female,1999,3.1 [1.8-4.9],South Asia,3.1
20739,Sri Lanka,Both sexes,2000,2.1 [1.4-3.1],South Asia,2.1
20740,Sri Lanka,Male,2000,0.9 [0.5-1.7],South Asia,0.9
20741,Sri Lanka,Female,2000,3.2 [1.9-5.1],South Asia,3.2
20742,Sri Lanka,Both sexes,2001,2.2 [1.5-3.2],South Asia,2.2
20743,Sri Lanka,Male,2001,1.0 [0.5-1.8],South Asia,1.0
20744,Sri Lanka,Female,2001,3.4 [2.0-5.2],South Asia,3.4
20745,Sri Lanka,Both sexes,2002,2.4 [1.6-3.4],South Asia,2.4
20746,Sri Lanka,Male,2002,1.1 [0.6-1.9],South Asia,1.1
20747,Sri Lanka,Female,2002,3.6 [2.2-5.5],South Asia,3.6
20748,Sri Lanka,Both sexes,2003,2.5 [1.7-3.6],South Asia,2.5
20749,Sri Lanka,Male,2003,1.2 [0.6-2.0],South Asia,1.2
20750,Sri Lanka,Female,2003,3.8 [2.3-5.7],South Asia,3.8
20751,Sri Lanka,Both sexes,2004,2.7 [1.8-3.8],South Asia,2.7
20752,Sri Lanka,Male,2004,1.3 [0.7-2.1],South Asia,1.3
20753,Sri Lanka,Female,2004,4.0 [2.5-6.0],South Asia,4.0
20754,Sri Lanka,Both sexes,2005,2.8 [1.9-4.0],South Asia,2.8
20755,Sri Lanka,Male,2005,1.3 [0.7-2.3],South Asia,1.3
20756,Sri Lanka,Female,2005,4.2 [2.6-6.3],South Asia,4.2
20757,Sri Lanka,Both sexes,2006,3.0 [2.0-4.2],South Asia,3.0
20758,Sri Lanka,Male,2006,1.4 [0.8-2.4],South Asia,1.4
20759,Sri Lanka,Female,2006,4.4 [2.8-6.5],South Asia,4.4
20760,Sri Lanka,Both sexes,2007,3.1 [2.2-4.4],South Asia,3.1
20761,Sri Lanka,Male,2007,1.5 [0.8-2.6],South Asia,1.5
20762,Sri Lanka,Female,2007,4.6 [2.9-6.8],South Asia,4.6
20763,Sri Lanka,Both sexes,2008,3.3 [2.3-4.6],South Asia,3.3
20764,Sri Lanka,Male,2008,1.7 [0.9-2.8],South Asia,1.7
20765,Sri Lanka,Female,2008,4.9 [3.1-7.1],South Asia,4.9
20766,Sri Lanka,Both sexes,2009,3.5 [2.5-4.9],South Asia,3.5
20767,Sri Lanka,Male,2009,1.8 [1.0-3.0],South Asia,1.8
20768,Sri Lanka,Female,2009,5.1 [3.3-7.5],South Asia,5.1
20769,Sri Lanka,Both sexes,2010,3.7 [2.6-5.2],South Asia,3.7
20770,Sri Lanka,Male,2010,1.9 [1.0-3.2],South Asia,1.9
20771,Sri Lanka,Female,2010,5.4 [3.5-7.9],South Asia,5.4
20772,Sri Lanka,Both sexes,2011,3.9 [2.7-5.5],South Asia,3.9
20773,Sri Lanka,Male,2011,2.0 [1.1-3.4],South Asia,2.0
20774,Sri Lanka,Female,2011,5.7 [3.6-8.3],South Asia,5.7
20775,Sri Lanka,Both sexes,2012,4.1 [2.9-5.8],South Asia,4.1
20776,Sri Lanka,Male,2012,2.2 [1.2-3.7],South Asia,2.2
20777,Sri Lanka,Female,2012,5.9 [3.8-8.8],South Asia,5.9
20778,Sri Lanka,Both sexes,2013,4.4 [3.0-6.2],South Asia,4.4
20779,Sri Lanka,Male,2013,2.3 [1.2-4.0],South Asia,2.3
20780,Sri Lanka,Female,2013,6.3 [4.0-9.3],South Asia,6.3
20781,Sri Lanka,Both sexes,2014,4.6 [3.2-6.6],South Asia,4.6
20782,Sri Lanka,Male,2014,2.5 [1.3-4.3],South Asia,2.5
20783,Sri Lanka,Female,2014,6.6 [4.1-9.8],South Asia,6.6
20784,Sri Lanka,Both sexes,2015,4.9 [3.4-6.9],South Asia,4.9
20785,Sri Lanka,Male,2015,2.7 [1.4-4.6],South Asia,2.7
20786,Sri Lanka,Female,2015,6.9 [4.3-10.3],South Asia,6.9
20787,Sri Lanka,Both sexes,2016,5.2 [3.6-7.4],South Asia,5.2
20788,Sri Lanka,Male,2016,2.9 [1.5-5.0],South Asia,2.9
20789,Sri Lanka,Female,2016,7.3 [4.5-10.9],South Asia,7.3
1512,Bahrain,Both sexes,1975,14.2 [9.8-19.4],Middle East,14.2
1513,Bahrain,Male,1975,8.6 [4.3-14.8],Middle East,8.6
1514,Bahrain,Female,1975,22.1 [14.0-31.7],Middle East,22.1
1515,Bahrain,Both sexes,1976,14.4 [10.2-19.4],Middle East,14.4
1516,Bahrain,Male,1976,8.9 [4.5-14.8],Middle East,8.9
1517,Bahrain,Female,1976,22.5 [14.5-31.7],Middle East,22.5
1518,Bahrain,Both sexes,1977,14.6 [10.5-19.4],Middle East,14.6
1519,Bahrain,Male,1977,9.2 [4.8-15.0],Middle East,9.2
1520,Bahrain,Female,1977,22.8 [14.9-31.7],Middle East,22.8
1521,Bahrain,Both sexes,1978,14.8 [10.8-19.6],Middle East,14.8
1522,Bahrain,Male,1978,9.5 [5.1-15.1],Middle East,9.5
1523,Bahrain,Female,1978,23.1 [15.4-31.7],Middle East,23.1
1524,Bahrain,Both sexes,1979,15.1 [11.0-19.7],Middle East,15.1
1525,Bahrain,Male,1979,9.8 [5.4-15.3],Middle East,9.8
1526,Bahrain,Female,1979,23.5 [16.0-31.7],Middle East,23.5
1527,Bahrain,Both sexes,1980,15.4 [11.4-19.9],Middle East,15.4
1528,Bahrain,Male,1980,10.1 [5.7-15.6],Middle East,10.1
1529,Bahrain,Female,1980,23.8 [16.5-31.8],Middle East,23.8
1530,Bahrain,Both sexes,1981,15.7 [11.8-20.2],Middle East,15.7
1531,Bahrain,Male,1981,10.4 [6.0-15.9],Middle East,10.4
1532,Bahrain,Female,1981,24.1 [17.1-31.9],Middle East,24.1
1533,Bahrain,Both sexes,1982,16.1 [12.3-20.5],Middle East,16.1
1534,Bahrain,Male,1982,10.7 [6.3-16.2],Middle East,10.7
1535,Bahrain,Female,1982,24.5 [17.6-32.1],Middle East,24.5
1536,Bahrain,Both sexes,1983,16.5 [12.7-20.9],Middle East,16.5
1537,Bahrain,Male,1983,11.1 [6.6-16.4],Middle East,11.1
1538,Bahrain,Female,1983,24.8 [18.0-32.3],Middle East,24.8
1539,Bahrain,Both sexes,1984,16.9 [13.2-21.2],Middle East,16.9
1540,Bahrain,Male,1984,11.4 [7.0-16.7],Middle East,11.4
1541,Bahrain,Female,1984,25.2 [18.5-32.4],Middle East,25.2
1542,Bahrain,Both sexes,1985,17.3 [13.6-21.5],Middle East,17.3
1543,Bahrain,Male,1985,11.7 [7.3-17.0],Middle East,11.7
1544,Bahrain,Female,1985,25.5 [19.0-32.6],Middle East,25.5
1545,Bahrain,Both sexes,1986,17.7 [14.0-21.8],Middle East,17.7
1546,Bahrain,Male,1986,12.1 [7.6-17.4],Middle East,12.1
1547,Bahrain,Female,1986,25.9 [19.4-32.8],Middle East,25.9
1548,Bahrain,Both sexes,1987,18.0 [14.3-22.1],Middle East,18.0
1549,Bahrain,Male,1987,12.5 [8.0-17.8],Middle East,12.5
1550,Bahrain,Female,1987,26.3 [19.8-33.0],Middle East,26.3
1551,Bahrain,Both sexes,1988,18.4 [14.6-22.4],Middle East,18.4
1552,Bahrain,Male,1988,12.8 [8.3-18.1],Middle East,12.8
1553,Bahrain,Female,1988,26.6 [20.2-33.4],Middle East,26.6
1554,Bahrain,Both sexes,1989,18.7 [15.0-22.8],Middle East,18.7
1555,Bahrain,Male,1989,13.2 [8.6-18.5],Middle East,13.2
1556,Bahrain,Female,1989,27.0 [20.7-33.6],Middle East,27.0
1557,Bahrain,Both sexes,1990,19.1 [15.4-23.1],Middle East,19.1
1558,Bahrain,Male,1990,13.6 [8.9-18.9],Middle East,13.6
1559,Bahrain,Female,1990,27.3 [21.1-33.8],Middle East,27.3
1560,Bahrain,Both sexes,1991,19.4 [15.7-23.4],Middle East,19.4
1561,Bahrain,Male,1991,14.0 [9.2-19.3],Middle East,14.0
1562,Bahrain,Female,1991,27.7 [21.6-34.1],Middle East,27.7
1563,Bahrain,Both sexes,1992,19.8 [16.1-23.8],Middle East,19.8
1564,Bahrain,Male,1992,14.4 [9.6-19.6],Middle East,14.4
1565,Bahrain,Female,1992,28.0 [22.0-34.4],Middle East,28.0
1566,Bahrain,Both sexes,1993,20.2 [16.5-24.2],Middle East,20.2
1567,Bahrain,Male,1993,14.8 [10.0-20.0],Middle East,14.8
1568,Bahrain,Female,1993,28.4 [22.4-34.6],Middle East,28.4
1569,Bahrain,Both sexes,1994,20.6 [16.9-24.5],Middle East,20.6
1570,Bahrain,Male,1994,15.1 [10.3-20.5],Middle East,15.1
1571,Bahrain,Female,1994,28.7 [22.8-34.9],Middle East,28.7
1572,Bahrain,Both sexes,1995,21.0 [17.3-24.9],Middle East,21.0
1573,Bahrain,Male,1995,15.5 [10.7-20.9],Middle East,15.5
1574,Bahrain,Female,1995,29.1 [23.2-35.2],Middle East,29.1
1575,Bahrain,Both sexes,1996,21.3 [17.7-25.3],Middle East,21.3
1576,Bahrain,Male,1996,15.9 [11.1-21.3],Middle East,15.9
1577,Bahrain,Female,1996,29.4 [23.6-35.5],Middle East,29.4
1578,Bahrain,Both sexes,1997,21.7 [18.0-25.7],Middle East,21.7
1579,Bahrain,Male,1997,16.3 [11.4-21.7],Middle East,16.3
1580,Bahrain,Female,1997,29.7 [24.0-35.7],Middle East,29.7
1581,Bahrain,Both sexes,1998,22.1 [18.4-26.1],Middle East,22.1
1582,Bahrain,Male,1998,16.7 [11.8-22.2],Middle East,16.7
1583,Bahrain,Female,1998,30.1 [24.4-36.0],Middle East,30.1
1584,Bahrain,Both sexes,1999,22.5 [18.8-26.5],Middle East,22.5
1585,Bahrain,Male,1999,17.1 [12.1-22.6],Middle East,17.1
1586,Bahrain,Female,1999,30.4 [24.7-36.2],Middle East,30.4
1587,Bahrain,Both sexes,2000,22.9 [19.2-26.9],Middle East,22.9
1588,Bahrain,Male,2000,17.6 [12.6-23.0],Middle East,17.6
1589,Bahrain,Female,2000,30.7 [25.1-36.5],Middle East,30.7
1590,Bahrain,Both sexes,2001,23.3 [19.5-27.3],Middle East,23.3
1591,Bahrain,Male,2001,18.0 [12.9-23.5],Middle East,18.0
1592,Bahrain,Female,2001,31.1 [25.4-36.9],Middle East,31.1
1593,Bahrain,Both sexes,2002,23.6 [19.9-27.6],Middle East,23.6
1594,Bahrain,Male,2002,18.4 [13.3-23.9],Middle East,18.4
1595,Bahrain,Female,2002,31.4 [25.7-37.2],Middle East,31.4
1596,Bahrain,Both sexes,2003,24.0 [20.2-28.0],Middle East,24.0
1597,Bahrain,Male,2003,18.8 [13.6-24.4],Middle East,18.8
1598,Bahrain,Female,2003,31.8 [26.1-37.6],Middle East,31.8
1599,Bahrain,Both sexes,2004,24.4 [20.5-28.3],Middle East,24.4
1600,Bahrain,Male,2004,19.3 [14.0-24.9],Middle East,19.3
1601,Bahrain,Female,2004,32.1 [26.4-37.9],Middle East,32.1
1602,Bahrain,Both sexes,2005,24.7 [20.8-28.7],Middle East,24.7
1603,Bahrain,Male,2005,19.7 [14.4-25.4],Middle East,19.7
1604,Bahrain,Female,2005,32.4 [26.8-38.3],Middle East,32.4
1605,Bahrain,Both sexes,2006,25.0 [21.1-29.1],Middle East,25.0
1606,Bahrain,Male,2006,20.2 [14.8-25.8],Middle East,20.2
1607,Bahrain,Female,2006,32.8 [27.0-38.7],Middle East,32.8
1608,Bahrain,Both sexes,2007,25.4 [21.4-29.5],Middle East,25.4
1609,Bahrain,Male,2007,20.6 [15.2-26.3],Middle East,20.6
1610,Bahrain,Female,2007,33.2 [27.3-39.1],Middle East,33.2
1611,Bahrain,Both sexes,2008,25.8 [21.7-29.9],Middle East,25.8
1612,Bahrain,Male,2008,21.1 [15.6-26.9],Middle East,21.1
1613,Bahrain,Female,2008,33.5 [27.6-39.6],Middle East,33.5
1614,Bahrain,Both sexes,2009,26.2 [22.0-30.4],Middle East,26.2
1615,Bahrain,Male,2009,21.6 [16.0-27.5],Middle East,21.6
1616,Bahrain,Female,2009,33.9 [27.8-40.1],Middle East,33.9
1617,Bahrain,Both sexes,2010,26.6 [22.3-31.1],Middle East,26.6
1618,Bahrain,Male,2010,22.2 [16.4-28.2],Middle East,22.2
1619,Bahrain,Female,2010,34.3 [28.1-40.6],Middle East,34.3
1620,Bahrain,Both sexes,2011,27.1 [22.7-31.6],Middle East,27.1
1621,Bahrain,Male,2011,22.7 [16.7-28.8],Middle East,22.7
1622,Bahrain,Female,2011,34.7 [28.4-41.2],Middle East,34.7
1623,Bahrain,Both sexes,2012,27.6 [23.1-32.2],Middle East,27.6
1624,Bahrain,Male,2012,23.2 [17.1-29.5],Middle East,23.2
1625,Bahrain,Female,2012,35.1 [28.6-41.8],Middle East,35.1
1626,Bahrain,Both sexes,2013,28.2 [23.5-32.9],Middle East,28.2
1627,Bahrain,Male,2013,23.8 [17.5-30.2],Middle East,23.8
1628,Bahrain,Female,2013,35.6 [28.7-42.4],Middle East,35.6
1629,Bahrain,Both sexes,2014,28.8 [23.9-33.7],Middle East,28.8
1630,Bahrain,Male,2014,24.4 [17.8-31.0],Middle East,24.4
1631,Bahrain,Female,2014,36.0 [28.9-43.1],Middle East,36.0
1632,Bahrain,Both sexes,2015,29.3 [24.2-34.5],Middle East,29.3
1633,Bahrain,Male,2015,24.9 [18.1-31.9],Middle East,24.9
1634,Bahrain,Female,2015,36.4 [29.1-43.9],Middle East,36.4
1635,Bahrain,Both sexes,2016,29.8 [24.6-35.2],Middle East,29.8
1636,Bahrain,Male,2016,25.5 [18.3-32.7],Middle East,25.5
1637,Bahrain,Female,2016,36.8 [29.2-44.6],Middle East,36.8
10206,Iraq,Both sexes,1975,11.4 [7.5-16.3],Middle East,11.4
10207,Iraq,Male,1975,5.7 [2.5-10.5],Middle East,5.7
10208,Iraq,Female,1975,17.2 [10.3-25.9],Middle East,17.2
10209,Iraq,Both sexes,1976,11.9 [8.0-16.7],Middle East,11.9
10210,Iraq,Male,1976,6.0 [2.7-10.8],Middle East,6.0
10211,Iraq,Female,1976,17.7 [10.9-26.4],Middle East,17.7
10212,Iraq,Both sexes,1977,12.3 [8.5-17.1],Middle East,12.3
10213,Iraq,Male,1977,6.4 [3.0-11.1],Middle East,6.4
10214,Iraq,Female,1977,18.3 [11.5-26.8],Middle East,18.3
10215,Iraq,Both sexes,1978,12.8 [9.0-17.5],Middle East,12.8
10216,Iraq,Male,1978,6.7 [3.3-11.5],Middle East,6.7
10217,Iraq,Female,1978,18.9 [12.1-27.1],Middle East,18.9
10218,Iraq,Both sexes,1979,13.3 [9.5-17.9],Middle East,13.3
10219,Iraq,Male,1979,7.1 [3.6-11.9],Middle East,7.1
10220,Iraq,Female,1979,19.5 [12.8-27.5],Middle East,19.5
10221,Iraq,Both sexes,1980,13.7 [9.9-18.3],Middle East,13.7
10222,Iraq,Male,1980,7.4 [3.9-12.3],Middle East,7.4
10223,Iraq,Female,1980,20.1 [13.4-27.9],Middle East,20.1
10224,Iraq,Both sexes,1981,14.2 [10.5-18.7],Middle East,14.2
10225,Iraq,Male,1981,7.8 [4.2-12.6],Middle East,7.8
10226,Iraq,Female,1981,20.7 [14.0-28.3],Middle East,20.7
10227,Iraq,Both sexes,1982,14.7 [11.0-19.2],Middle East,14.7
10228,Iraq,Male,1982,8.2 [4.6-13.0],Middle East,8.2
10229,Iraq,Female,1982,21.2 [14.6-28.8],Middle East,21.2
10230,Iraq,Both sexes,1983,15.2 [11.4-19.7],Middle East,15.2
10231,Iraq,Male,1983,8.6 [4.8-13.5],Middle East,8.6
10232,Iraq,Female,1983,21.8 [15.2-29.1],Middle East,21.8
10233,Iraq,Both sexes,1984,15.7 [11.9-20.1],Middle East,15.7
10234,Iraq,Male,1984,9.0 [5.1-13.9],Middle East,9.0
10235,Iraq,Female,1984,22.3 [15.7-29.6],Middle East,22.3
10236,Iraq,Both sexes,1985,16.2 [12.4-20.5],Middle East,16.2
10237,Iraq,Male,1985,9.4 [5.5-14.3],Middle East,9.4
10238,Iraq,Female,1985,22.9 [16.3-30.1],Middle East,22.9
10239,Iraq,Both sexes,1986,16.7 [12.8-20.9],Middle East,16.7
10240,Iraq,Male,1986,9.8 [5.8-14.8],Middle East,9.8
10241,Iraq,Female,1986,23.4 [16.9-30.6],Middle East,23.4
10242,Iraq,Both sexes,1987,17.1 [13.3-21.4],Middle East,17.1
10243,Iraq,Male,1987,10.2 [6.1-15.2],Middle East,10.2
10244,Iraq,Female,1987,23.9 [17.5-31.0],Middle East,23.9
10245,Iraq,Both sexes,1988,17.6 [13.7-21.8],Middle East,17.6
10246,Iraq,Male,1988,10.6 [6.4-15.7],Middle East,10.6
10247,Iraq,Female,1988,24.4 [18.0-31.4],Middle East,24.4
10248,Iraq,Both sexes,1989,18.0 [14.1-22.3],Middle East,18.0
10249,Iraq,Male,1989,11.0 [6.8-16.1],Middle East,11.0
10250,Iraq,Female,1989,24.8 [18.5-31.9],Middle East,24.8
10251,Iraq,Both sexes,1990,18.4 [14.5-22.7],Middle East,18.4
10252,Iraq,Male,1990,11.4 [7.1-16.5],Middle East,11.4
10253,Iraq,Female,1990,25.3 [18.9-32.2],Middle East,25.3
10254,Iraq,Both sexes,1991,18.9 [14.9-23.1],Middle East,18.9
10255,Iraq,Male,1991,11.7 [7.4-16.9],Middle East,11.7
10256,Iraq,Female,1991,25.7 [19.3-32.6],Middle East,25.7
10257,Iraq,Both sexes,1992,19.2 [15.3-23.5],Middle East,19.2
10258,Iraq,Male,1992,12.1 [7.7-17.3],Middle East,12.1
10259,Iraq,Female,1992,26.1 [19.8-33.0],Middle East,26.1
10260,Iraq,Both sexes,1993,19.6 [15.7-23.8],Middle East,19.6
10261,Iraq,Male,1993,12.4 [8.0-17.7],Middle East,12.4
10262,Iraq,Female,1993,26.5 [20.1-33.3],Middle East,26.5
10263,Iraq,Both sexes,1994,20.0 [16.1-24.2],Middle East,20.0
10264,Iraq,Male,1994,12.8 [8.3-18.1],Middle East,12.8
10265,Iraq,Female,1994,26.9 [20.5-33.6],Middle East,26.9
10266,Iraq,Both sexes,1995,20.3 [16.5-24.5],Middle East,20.3
10267,Iraq,Male,1995,13.1 [8.6-18.5],Middle East,13.1
10268,Iraq,Female,1995,27.2 [20.9-33.9],Middle East,27.2
10269,Iraq,Both sexes,1996,20.7 [16.9-24.8],Middle East,20.7
10270,Iraq,Male,1996,13.5 [8.9-18.9],Middle East,13.5
10271,Iraq,Female,1996,27.6 [21.3-34.3],Middle East,27.6
10272,Iraq,Both sexes,1997,21.1 [17.2-25.2],Middle East,21.1
10273,Iraq,Male,1997,13.8 [9.2-19.2],Middle East,13.8
10274,Iraq,Female,1997,27.9 [21.7-34.6],Middle East,27.9
10275,Iraq,Both sexes,1998,21.4 [17.6-25.5],Middle East,21.4
10276,Iraq,Male,1998,14.2 [9.5-19.6],Middle East,14.2
10277,Iraq,Female,1998,28.3 [22.1-34.9],Middle East,28.3
10278,Iraq,Both sexes,1999,21.8 [18.0-25.9],Middle East,21.8
10279,Iraq,Male,1999,14.6 [9.8-19.9],Middle East,14.6
10280,Iraq,Female,1999,28.7 [22.5-35.3],Middle East,28.7
10281,Iraq,Both sexes,2000,22.2 [18.3-26.3],Middle East,22.2
10282,Iraq,Male,2000,15.0 [10.1-20.3],Middle East,15.0
10283,Iraq,Female,2000,29.1 [22.9-35.7],Middle East,29.1
10284,Iraq,Both sexes,2001,22.6 [18.8-26.7],Middle East,22.6
10285,Iraq,Male,2001,15.4 [10.5-20.8],Middle East,15.4
10286,Iraq,Female,2001,29.5 [23.4-36.0],Middle East,29.5
10287,Iraq,Both sexes,2002,23.0 [19.2-27.1],Middle East,23.0
10288,Iraq,Male,2002,15.8 [10.9-21.2],Middle East,15.8
10289,Iraq,Female,2002,29.9 [23.8-36.4],Middle East,29.9
10290,Iraq,Both sexes,2003,23.5 [19.6-27.5],Middle East,23.5
10291,Iraq,Male,2003,16.2 [11.3-21.6],Middle East,16.2
10292,Iraq,Female,2003,30.4 [24.2-36.8],Middle East,30.4
10293,Iraq,Both sexes,2004,23.9 [20.1-27.9],Middle East,23.9
10294,Iraq,Male,2004,16.7 [11.7-22.0],Middle East,16.7
10295,Iraq,Female,2004,30.8 [24.7-37.2],Middle East,30.8
10296,Iraq,Both sexes,2005,24.4 [20.5-28.4],Middle East,24.4
10297,Iraq,Male,2005,17.2 [12.1-22.5],Middle East,17.2
10298,Iraq,Female,2005,31.3 [25.1-37.6],Middle East,31.3
10299,Iraq,Both sexes,2006,24.9 [20.9-28.9],Middle East,24.9
10300,Iraq,Male,2006,17.6 [12.6-23.0],Middle East,17.6
10301,Iraq,Female,2006,31.7 [25.6-38.1],Middle East,31.7
10302,Iraq,Both sexes,2007,25.4 [21.4-29.4],Middle East,25.4
10303,Iraq,Male,2007,18.1 [13.0-23.5],Middle East,18.1
10304,Iraq,Female,2007,32.2 [26.0-38.5],Middle East,32.2
10305,Iraq,Both sexes,2008,25.9 [21.8-30.0],Middle East,25.9
10306,Iraq,Male,2008,18.7 [13.5-24.2],Middle East,18.7
10307,Iraq,Female,2008,32.7 [26.5-39.0],Middle East,32.7
10308,Iraq,Both sexes,2009,26.4 [22.3-30.5],Middle East,26.4
10309,Iraq,Male,2009,19.2 [13.9-24.7],Middle East,19.2
10310,Iraq,Female,2009,33.2 [27.0-39.5],Middle East,33.2
10311,Iraq,Both sexes,2010,26.9 [22.7-31.2],Middle East,26.9
10312,Iraq,Male,2010,19.7 [14.4-25.4],Middle East,19.7
10313,Iraq,Female,2010,33.7 [27.4-40.1],Middle East,33.7
10314,Iraq,Both sexes,2011,27.5 [23.3-31.8],Middle East,27.5
10315,Iraq,Male,2011,20.3 [14.9-26.1],Middle East,20.3
10316,Iraq,Female,2011,34.3 [27.8-40.7],Middle East,34.3
10317,Iraq,Both sexes,2012,28.0 [23.7-32.5],Middle East,28.0
10318,Iraq,Male,2012,20.9 [15.3-26.8],Middle East,20.9
10319,Iraq,Female,2012,34.8 [28.2-41.3],Middle East,34.8
10320,Iraq,Both sexes,2013,28.6 [24.2-33.2],Middle East,28.6
10321,Iraq,Male,2013,21.5 [15.7-27.6],Middle East,21.5
10322,Iraq,Female,2013,35.3 [28.7-42.0],Middle East,35.3
10323,Iraq,Both sexes,2014,29.2 [24.6-33.9],Middle East,29.2
10324,Iraq,Male,2014,22.1 [16.2-28.5],Middle East,22.1
10325,Iraq,Female,2014,35.9 [29.0-42.8],Middle East,35.9
10326,Iraq,Both sexes,2015,29.8 [25.1-34.6],Middle East,29.8
10327,Iraq,Male,2015,22.8 [16.7-29.4],Middle East,22.8
10328,Iraq,Female,2015,36.4 [29.4-43.6],Middle East,36.4
10329,Iraq,Both sexes,2016,30.4 [25.5-35.5],Middle East,30.4
10330,Iraq,Male,2016,23.4 [17.0-30.4],Middle East,23.4
10331,Iraq,Female,2016,37.0 [29.7-44.3],Middle East,37.0
10458,Israel,Both sexes,1975,12.9 [9.0-17.4],Middle East,12.9
10459,Israel,Male,1975,9.3 [5.1-14.9],Middle East,9.3
10460,Israel,Female,1975,16.4 [10.3-23.8],Middle East,16.4
10461,Israel,Both sexes,1976,13.3 [9.4-17.6],Middle East,13.3
10462,Israel,Male,1976,9.7 [5.4-15.1],Middle East,9.7
10463,Israel,Female,1976,16.7 [10.7-23.9],Middle East,16.7
10464,Israel,Both sexes,1977,13.6 [9.8-17.8],Middle East,13.6
10465,Israel,Male,1977,10.0 [5.8-15.3],Middle East,10.0
10466,Israel,Female,1977,17.0 [11.1-24.0],Middle East,17.0
10467,Israel,Both sexes,1978,13.9 [10.2-18.0],Middle East,13.9
10468,Israel,Male,1978,10.3 [6.1-15.6],Middle East,10.3
10469,Israel,Female,1978,17.3 [11.5-24.1],Middle East,17.3
10470,Israel,Both sexes,1979,14.2 [10.6-18.2],Middle East,14.2
10471,Israel,Male,1979,10.7 [6.5-15.9],Middle East,10.7
10472,Israel,Female,1979,17.6 [11.9-24.2],Middle East,17.6
10473,Israel,Both sexes,1980,14.6 [11.0-18.6],Middle East,14.6
10474,Israel,Male,1980,11.0 [6.8-16.3],Middle East,11.0
10475,Israel,Female,1980,17.9 [12.3-24.3],Middle East,17.9
10476,Israel,Both sexes,1981,14.9 [11.4-18.8],Middle East,14.9
10477,Israel,Male,1981,11.4 [7.2-16.5],Middle East,11.4
10478,Israel,Female,1981,18.2 [12.7-24.4],Middle East,18.2
10479,Israel,Both sexes,1982,15.2 [11.7-19.1],Middle East,15.2
10480,Israel,Male,1982,11.7 [7.6-16.9],Middle East,11.7
10481,Israel,Female,1982,18.4 [13.0-24.6],Middle East,18.4
10482,Israel,Both sexes,1983,15.5 [12.1-19.4],Middle East,15.5
10483,Israel,Male,1983,12.1 [7.9-17.2],Middle East,12.1
10484,Israel,Female,1983,18.7 [13.4-24.7],Middle East,18.7
10485,Israel,Both sexes,1984,15.9 [12.4-19.6],Middle East,15.9
10486,Israel,Male,1984,12.5 [8.3-17.6],Middle East,12.5
10487,Israel,Female,1984,19.0 [13.8-24.9],Middle East,19.0
10488,Israel,Both sexes,1985,16.2 [12.7-19.9],Middle East,16.2
10489,Israel,Male,1985,12.8 [8.6-17.9],Middle East,12.8
10490,Israel,Female,1985,19.3 [14.1-25.1],Middle East,19.3
10491,Israel,Both sexes,1986,16.5 [13.1-20.2],Middle East,16.5
10492,Israel,Male,1986,13.2 [8.9-18.2],Middle East,13.2
10493,Israel,Female,1986,19.6 [14.4-25.3],Middle East,19.6
10494,Israel,Both sexes,1987,16.8 [13.4-20.6],Middle East,16.8
10495,Israel,Male,1987,13.6 [9.3-18.6],Middle East,13.6
10496,Israel,Female,1987,19.8 [14.7-25.5],Middle East,19.8
10497,Israel,Both sexes,1988,17.1 [13.7-20.9],Middle East,17.1
10498,Israel,Male,1988,14.0 [9.7-19.0],Middle East,14.0
10499,Israel,Female,1988,20.1 [15.1-25.7],Middle East,20.1
10500,Israel,Both sexes,1989,17.5 [14.1-21.2],Middle East,17.5
10501,Israel,Male,1989,14.4 [10.0-19.4],Middle East,14.4
10502,Israel,Female,1989,20.3 [15.3-25.9],Middle East,20.3
10503,Israel,Both sexes,1990,17.8 [14.4-21.5],Middle East,17.8
10504,Israel,Male,1990,14.7 [10.4-19.8],Middle East,14.7
